11.0.2.1,10000,0,34324,0,834,1125900,0,0,0,0,0,0.000900
11.0.1.1,10000,0,27824,828,3,4050,39744,0,0,0,0,0.000900
11.0.2.1,10000,1300,27824,828,0,0,39744,0,0,0,0,0.000894
11.0.1.1,10000,1300,34324,0,831,1121850,0,0,0,0,0,0.000899
11.0.2.1,10000,0,35624,0,835,1127250,0,0,0,0,0,0.000901
11.0.1.1,10000,0,29124,829,3,4050,39792,0,0,0,0,0.000901
11.0.2.1,10000,1300,27824,828,0,0,39744,0,0,0,0,0.000894
11.0.1.1,10000,1300,35624,0,832,1123200,0,0,0,0,0,0.000900
11.0.2.1,10000,22852,58476,0,835,1127250,0,0,0,0,-1313246,0.000902
11.0.1.1,10000,16352,51976,835,0,0,40080,0,0,368,0,0.000902
11.0.2.1,10000,16352,51976,835,0,0,40080,0,0,616,-1313246,0.000901
11.0.1.1,10000,22852,58476,0,835,1127250,0,0,0,0,0,0.000902
11.0.2.1,10000,22852,59776,0,836,1128600,0,0,0,0,-1313246,0.000902
11.0.1.1,10000,16352,53276,836,0,0,40128,0,0,368,0,0.000902
11.0.2.1,10000,16352,51976,835,0,0,40080,0,0,616,-1313246,0.000902
11.0.1.1,10000,22852,59776,0,836,1128600,0,0,0,0,0,0.000902
11.0.1.1,10000,0,15052,919,3,4050,44112,0,0,368,0,0.001999
11.0.1.1,10000,1300,21552,0,922,1244700,0,0,0,0,0,0.001998
11.0.2.1,10000,0,21552,0,925,1248750,0,0,0,0,-1313246,0.001999
11.0.2.1,10000,1300,15052,919,0,0,44112,0,0,616,-1313246,0.001993
11.0.2.1,10000,47004,17092,0,835,1127250,0,0,0,0,-1313246,0.000902
11.0.1.1,10000,40504,10592,835,0,0,40080,0,0,368,0,0.000902
11.0.2.1,10000,40504,10592,835,0,0,40080,0,0,616,-1313246,0.000901
11.0.1.1,10000,47004,17092,0,835,1127250,0,0,0,0,0,0.000902
11.0.2.1,10000,47004,18392,0,836,1128600,0,0,0,0,-1313246,0.000902
11.0.1.1,10000,40504,11892,836,0,0,40128,0,0,368,0,0.000902
11.0.2.1,10000,40504,10592,835,0,0,40080,0,0,616,-1313246,0.000902
11.0.1.1,10000,47004,18392,0,836,1128600,0,0,0,0,0,0.000902
11.0.1.1,10000,16352,39204,926,0,0,44448,0,0,368,0,0.002000
11.0.1.1,10000,22852,45704,0,926,1250100,0,0,0,0,0,0.002000
11.0.2.1,10000,22852,45704,0,926,1250100,0,0,0,0,-1313246,0.002000
11.0.2.1,10000,16352,39204,926,0,0,44448,0,0,616,-1313246,0.002000
11.0.2.1,10000,5620,41244,0,835,1127250,0,0,0,0,-1313246,0.000901
11.0.1.1,10000,64656,34744,835,0,0,40080,0,0,368,0,0.000901
11.0.2.1,10000,64656,33444,834,0,0,40032,0,0,616,-1313246,0.000901
11.0.1.1,10000,5620,41244,0,835,1127250,0,0,0,0,0,0.000901
11.0.2.1,10000,5620,41244,0,835,1127250,0,0,0,0,-1313246,0.000902
11.0.1.1,10000,64656,34744,835,0,0,40080,0,0,368,0,0.000902
11.0.2.1,10000,64656,34744,835,0,0,40080,0,0,616,-1313246,0.000901
11.0.1.1,10000,5620,41244,0,835,1127250,0,0,0,0,0,0.000902
11.0.1.1,10000,40504,63356,926,0,0,44448,0,0,368,0,0.002000
11.0.1.1,10000,47004,4320,0,926,1250100,0,0,0,0,0,0.002000
11.0.2.1,10000,47004,4320,0,926,1250100,0,0,0,0,-1313246,0.002000
11.0.2.1,10000,40504,63356,926,0,0,44448,0,0,616,-1313246,0.002000
11.0.2.1,10000,29772,65396,0,835,1127250,0,0,0,0,-1313246,0.000901
11.0.1.1,10000,23272,58896,835,0,0,40080,0,0,368,0,0.000901
11.0.2.1,10000,23272,57596,834,0,0,40032,0,0,616,-1313246,0.000901
11.0.1.1,10000,29772,65396,0,835,1127250,0,0,0,0,0,0.000901
11.0.2.1,10000,29772,65396,0,835,1127250,0,0,0,0,-1313246,0.000902
11.0.1.1,10000,23272,58896,835,0,0,40080,0,0,368,0,0.000902
11.0.2.1,10000,23272,58896,835,0,0,40080,0,0,616,-1313246,0.000901
11.0.1.1,10000,29772,65396,0,835,1127250,0,0,0,0,0,0.000902
11.0.1.1,10000,64656,21972,926,0,0,44448,0,0,368,0,0.002000
11.0.1.1,10000,5620,28472,0,926,1250100,0,0,0,0,0,0.002000
11.0.2.1,10000,5620,28472,0,926,1250100,0,0,0,0,-1313246,0.002000
11.0.2.1,10000,64656,21972,926,0,0,44448,0,0,616,-1313246,0.002000
11.0.2.1,10000,53924,24012,0,835,1127250,0,0,0,0,-1313246,0.000901
11.0.1.1,10000,47424,17512,835,0,0,40080,0,0,368,0,0.000901
11.0.2.1,10000,47424,16212,834,0,0,40032,0,0,616,-1313246,0.000901
11.0.1.1,10000,53924,24012,0,835,1127250,0,0,0,0,0,0.000901
11.0.2.1,10000,53924,24012,0,835,1127250,0,0,0,0,-1313246,0.000902
11.0.1.1,10000,47424,17512,835,0,0,40080,0,0,368,0,0.000902
11.0.2.1,10000,47424,17512,835,0,0,40080,0,0,616,-1313246,0.000901
11.0.1.1,10000,53924,24012,0,835,1127250,0,0,0,0,0,0.000902
11.0.1.1,10000,23272,46124,926,0,0,44448,0,0,368,0,0.002000
11.0.1.1,10000,29772,52624,0,926,1250100,0,0,0,0,0,0.002000
11.0.2.1,10000,29772,52624,0,926,1250100,0,0,0,0,-1313246,0.002000
11.0.2.1,10000,23272,46124,926,0,0,44448,0,0,616,-1313246,0.002000
